w0,wa,chi2_sne,chi2_bao
-0.44745762711864434,-2.5,1502.0815911790357,45.43183363639106
-0.42372881355932224,-2.5,1505.71306820864,47.34877962824262
-0.4,-2.5,1510.0355535118542,53.656979581067674
-1.8,-2.4322033898305087,1944.2641521999121,2872.213242430043
-1.776271186440678,-2.4322033898305087,1931.129791695216,2810.1341045481563
-1.752542372881356,-2.4322033898305087,1918.0503480797586,2747.8476783855435
-1.728813559322034,-2.4322033898305087,1905.030655323294,2685.367331859879
-1.7050847457627119,-2.4322033898305087,1892.075698932968,2622.707322742725
-1.68135593220339,-2.4322033898305087,1879.1906198585898,2559.8828448428694
-1.6576271186440679,-2.4322033898305087,1866.3807184741443,2496.910076391738
-1.6338983050847458,-2.4322033898305087,1853.6514586350245,2433.806230722276
-1.6101694915254239,-2.4322033898305087,1841.0084718102012,2370.58960933524
-1.5864406779661018,-2.4322033898305087,1828.4575612883211,2307.2796574492904
-1.5627118644067797,-2.4322033898305087,1816.0047064564324,2243.897022133335
-1.5389830508474578,-2.4322033898305087,1803.656067149821,2180.4636131215116
-1.5152542372881357,-2.4322033898305087,1791.4179880710547,2117.0026664133015
-1.4915254237288136,-2.4322033898305087,1779.29700327606,2053.538810762512
-1.4677966101694917,-2.4322033898305087,1767.2998407246373,1990.0981371602807
-1.4440677966101696,-2.4322033898305087,1755.4334268925593,1926.7082714181015
-1.4203389830508475,-2.4322033898305087,1743.704891441821,1863.398449957446
-1.3966101694915256,-2.4322033898305087,1732.1215719453653,1800.199598912343
-1.3728813559322035,-2.4322033898305087,1720.6910186619846,1737.144416651021
-1.3491525423728814,-2.4322033898305087,1709.420999356726,1674.2674598212316
-1.3254237288135595,-2.4322033898305087,1698.3195041615604,1611.605233022205
-1.3016949152542374,-2.4322033898305087,1687.3947504705004,1549.1962822032863
-1.2779661016949153,-2.4322033898305087,1676.6551878629205,1487.081291885707
-1.2542372881355934,-2.4322033898305087,1666.1095030479805,1425.3031862992682
-1.2305084745762713,-2.4322033898305087,1655.7666248227272,1363.9072345198172
-1.2067796610169492,-2.4322033898305087,1645.6357290355122,1302.9411596862185
-1.1830508474576273,-2.4322033898305087,1635.7262435458485,1242.4552523670193
-1.1593220338983052,-2.4322033898305087,1626.0478531711149,1182.5024881367483
-1.1355932203389831,-2.4322033898305087,1616.6105046095975,1123.1386494099143
-1.1118644067796613,-2.4322033898305087,1607.4244113288828,1064.4224515673764
-1.0881355932203391,-2.4322033898305087,1598.5000584075576,1006.4156733923512
-1.064406779661017,-2.4322033898305087,1589.8482073175592,949.1832918180237
-1.0406779661016952,-2.4322033898305087,1581.4799006335757,892.7936209652303
-1.016949152542373,-2.4322033898305087,1573.4064666551583,837.3184554274989
-0.993220338983051,-2.4322033898305087,1565.6395239262463,782.8332177339444
-0.969491525423729,-2.4322033898305087,1558.190985636078,729.4171098924206
-0.945762711864407,-2.4322033898305087,1551.0730638844907,677.1532688825051
-0.9220338983050849,-2.4322033898305087,1544.2982737938294,626.1289259336504
-0.8983050847457629,-2.4322033898305087,1537.879437448763,576.4355693847746
-0.8745762711864409,-2.4322033898305087,1531.8296876445288,528.1691108798848
-0.8508474576271188,-2.4322033898305087,1526.162471423241,481.43005460866715
-0.8271186440677968,-2.4322033898305087,1520.891553377144,436.3236692520558
-0.8033898305084748,-2.4322033898305087,1516.0310186967597,392.96016224014875
-0.7796610169491527,-2.4322033898305087,1511.5952759414222,351.4548558737923
-0.7559322033898306,-2.4322033898305087,1507.5990595085602,311.9283648017332
-0.7322033898305087,-2.4322033898305087,1504.0574317777741,274.506774282776
-0.7084745762711866,-2.4322033898305087,1500.9857849048851,239.32181859702928
-0.6847457627118645,-2.4322033898305087,1498.3998422406999,206.51105890246694
-0.6610169491525426,-2.4322033898305087,1496.3156593485255,176.21805976346909
-0.6372881355932205,-2.4322033898305087,1494.7496245942095,148.59256350687068
-0.6135593220338984,-2.4322033898305087,1493.7184592818,123.79066148950182
-0.5898305084745765,-2.4322033898305087,1493.2392173079015,101.97496128993322
-0.5661016949152544,-2.4322033898305087,1493.3292843071144,83.3147487672285
-0.5423728813559323,-2.4322033898305087,1494.0063762610737,67.98614386213546
-0.5186440677966104,-2.4322033898305087,1495.2885375431654,56.17224895276081
-0.4949152542372883,-2.4322033898305087,1497.1941383710869,48.06328851876579
-0.4711864406779662,-2.4322033898305087,1499.7418716391792,43.85673881741834
-0.44745762711864434,-2.4322033898305087,1502.9507491026511,43.757446233162604
-0.42372881355932224,-2.4322033898305087,1506.8400968856586,47.97773293195037
-0.4,-2.4322033898305087,1511.429550285469,56.737488434642586
-1.8,-2.364406779661017,1939.8766960730334,2848.2180429642517
-1.776271186440678,-2.364406779661017,1926.74637480266,2785.9048947978504
-1.752542372881356,-2.364406779661017,1913.6724423267085,2723.386894009157
-1.728813559322034,-2.364406779661017,1900.659793192069,2660.677810254593
-1.7050847457627119,-2.364406779661017,1887.713475515199,2597.7923306324897
-1.68135593220339,-2.364406779661017,1874.8386949443454,2534.746107467513
-1.6576271186440679,-2.364406779661017,1862.0408186986665,2471.555808379775
-1.6338983050847458,-2.364406779661017,1849.3253796836286,2408.2391687336067
-1.6101694915254239,-2.364406779661017,1836.6980806818697,2344.815046563325
-1.5864406779661018,-2.364406779661017,1824.164798618266,2281.3034800760042
-1.5627118644067797,-2.364406779661017,1811.7315888979724,2217.725747833033
-1.5389830508474578,-2.364406779661017,1799.404689815612,2154.104431714622
-1.5152542372881357,-2.364406779661017,1787.1905270336674,2090.4634827729774
-1.4915254237288136,-2.364406779661017,1775.0957181277017,2026.8282900813597
-1.4677966101694917,-2.364406779661017,1763.1270771956715,1963.225752687551
-1.4440677966101696,-2.364406779661017,1751.2916195282212,1899.6843547808216
-1.4203389830508475,-2.364406779661017,1739.5965663364257,1836.2342441819608
-1.3966101694915256,-2.364406779661017,1728.0493495329908,1772.90731426555
-1.3728813559322035,-2.364406779661017,1716.6576165624053,1709.7372894230182
-1.3491525423728814,-2.364406779661017,1705.429235275167,1646.759814173335
-1.3254237288135595,-2.364406779661017,1694.3722988404718,1584.012546025979
-1.3016949152542374,-2.364406779661017,1683.4951306913974,1521.5352521975542
-1.2779661016949153,-2.364406779661017,1672.8062894958573,1459.3699102793037
-1.2542372881355934,-2.364406779661017,1662.3145741460721,1397.5608129473896
-1.2305084745762713,-2.364406779661017,1652.029028758678,1336.1546768011974
-1.2067796610169492,-2.364406779661017,1641.95894767678,1275.200755407051
-1.1830508474576273,-2.364406779661017,1632.1138804647148,1214.750956615137
-1.1593220338983052,-2.364406779661017,1622.503636885487,1154.8599642062673
-1.1355932203389831,-2.364406779661017,1613.138291850005,1095.5853639120066
-1.1118644067796613,-2.364406779661017,1604.0281903266812,1036.9877738370678
-1.0881355932203391,-2.364406779661017,1595.183952198863,979.1309792942143
-1.064406779661017,-2.364406779661017,1586.6164770570517,922.0820720446413
-1.0406779661016952,-2.364406779661017,1578.336948911778,865.9115939122544
-1.016949152542373,-2.364406779661017,1570.3568408122828,810.6936847167776
-0.993220338983051,-2.364406779661017,1562.6879193553145,756.506234442343
-0.969491525423729,-2.364406779661017,1555.3422490673756,703.4310395274316
-0.945762711864407,-2.364406779661017,1548.3321966429457,651.5539631280853
-0.9220338983050849,-2.364406779661017,1541.6704350204386,600.9650991686138
-0.8983050847457629,-2.364406779661017,1535.3699472765431,551.7589399535245
-0.8745762711864409,-2.364406779661017,1529.444030319047,504.0345470698167
-0.8508474576271188,-2.364406779661017,1523.906298357169,457.8957252608703
-0.8271186440677968,-2.364406779661017,1518.77068612773,413.4511989017186
-0.8033898305084748,-2.364406779661017,1514.0514518546997,370.81479065039537
-0.7796610169491527,-2.364406779661017,1509.7631799188891,330.1056017917061
-0.7559322033898306,-2.364406779661017,1505.9207832137997,291.44819372814493
-0.7322033898305087,-2.364406779661017,1502.5395051630373,254.97277000821396
-0.7084745762711866,-2.364406779661017,1499.634921374043,220.81535821522172
-0.6847457627118645,-2.364406779661017,1497.222940902231,189.11799097066492
-0.6610169491525426,-2.364406779661017,1495.3198070992626,160.02888523553744
-0.6372881355932205,-2.364406779661017,1493.942098018514,133.7026190216588
-0.6135593220338984,-2.364406779661017,1493.1067263505656,110.30030455379088
-0.5898305084745765,-2.364406779661017,1492.830938861022,89.98975685319803
-0.5661016949152544,-2.364406779661017,1493.1323153027972,72.94565664549094
-0.5423728813559323,-2.364406779661017,1494.0287667746984,59.34970643139463
-0.5186440677966104,-2.364406779661017,1495.5385334979705,49.39077850006353
-0.4949152542372883,-2.364406779661017,1497.6801819823304,43.26505361246135
-0.4711864406779662,-2.364406779661017,1500.4726015529518,41.17614903893928
-0.44745762711864434,-2.364406779661017,1503.9350002098156,43.33523460269081
-0.42372881355932224,-2.364406779661017,1508.0868997908685,49.9611353613726
-0.4,-2.364406779661017,1512.9481304104331,61.28041955538479
-1.8,-2.2966101694915255,1935.4890131960383,2824.033631891914
-1.776271186440678,-2.2966101694915255,1922.3632462637468,2761.4852525994957
-1.752542372881356,-2.2966101694915255,1909.2953662441998,2698.734618211233
-1.728813559322034,-2.2966101694915255,1896.2903293288364,2635.7959160176606
-1.7050847457627119,-2.2966101694915255,1883.3532473481714,2572.684279453498
-1.68135593220339,-2.2966101694915255,1870.4893917917955,2509.4158375513607
-1.6576271186440679,-2.2966101694915255,1857.7041979059375,2446.007766766423
-1.6338983050847458,-2.2966101694915255,1845.0032688678489,2382.4783452705756
-1.6101694915254239,-2.2966101694915255,1832.3923800360362,2318.8470098171706
-1.5864406779661018,-2.2966101694915255,1819.8774832750994,2255.134415279716
-1.5627118644067797,-2.2966101694915255,1807.4647113536982,2191.362496970216
-1.5389830508474578,-2.2966101694915255,1795.1603824137312,2127.5545358447007
-1.5152542372881357,-2.2966101694915255,1782.971004508628,2063.735226705317
-1.4915254237288136,-2.2966101694915255,1770.9032802082047,1999.9307495096987
-1.4677966101694917,-2.2966101694915255,1758.9641112671693,1936.1688438994001
-1.4440677966101696,-2.2966101694915255,1747.1606033539756,1872.4788870597733
-1.4203389830508475,-2.2966101694915255,1735.5000708362654,1808.8919750237642
-1.3966101694915256,-2.2966101694915255,1723.9900416186942,1745.4410075316916
-1.3728813559322035,-2.2966101694915255,1712.6382620283862,1682.160776557834
-1.3491525423728814,-2.2966101694915255,1701.4527017428422,1619.0880586128824
-1.3254237288135595,-2.2966101694915255,1690.4415587544838,1556.2617109284654
-1.3016949152542374,-2.2966101694915255,1679.6132643655033,1493.7227716262964
-1.2779661016949153,-2.2966101694915255,1668.9764882059721,1431.5145639697068
-1.2542372881355934,-2.2966101694915255,1658.5401432677095,1369.682804789313
-1.2305084745762713,-2.2966101694915255,1648.3133909455298,1308.275717167135
-1.2067796610169492,-2.2966101694915255,1638.3056460769483,1247.344147454822
-1.1830508474576273,-2.2966101694915255,1628.5265819706424,1186.9416866909473
-1.1593220338983052,-2.2966101694915255,1618.9861354132142,1127.1247964701445
-1.1355932203389831,-2.2966101694915255,1609.6945116430254,1067.9529393025555
-1.1118644067796613,-2.2966101694915255,1600.6621892791368,1009.4887134859596
-1.0881355932203391,-2.2966101694915255,1591.899925192445,951.7979924930509
-1.064406779661017,-2.2966101694915255,1583.4187593054457,894.9500688571629
-1.0406779661016952,-2.2966101694915255,1575.2300193060066,839.0178025136775
-1.016949152542373,-2.2966101694915255,1567.3453252598708,784.0777735289286
-0.993220338983051,-2.2966101694915255,1559.7765941055688,730.2104391180853
-0.969491525423729,-2.2966101694915255,1552.536044014664,677.5002948207471
-0.945762711864407,-2.2966101694915255,1545.6361985993005,626.0360396666006
-0.9220338983050849,-2.2966101694915255,1539.0898909481773,575.9107451237431
-0.8983050847457629,-2.2966101694915255,1532.9102674712803,527.2220275792308
-0.8745762711864409,-2.2966101694915255,1527.1107915326613,480.0722240544262
-0.8508474576271188,-2.2966101694915255,1521.7052468499414,434.5685708074948
-0.8271186440677968,-2.2966101694915255,1516.7077406382484,390.823384421386
-0.8033898305084748,-2.2966101694915255,1512.1327064756103,348.9542449183917
-0.7796610169491527,-2.2966101694915255,1507.994906865936,309.08418038171106
-0.7559322033898306,-2.2966101694915255,1504.3094354752313,271.3418525008714
-0.7322033898305087,-2.2966101694915255,1501.0917190157677,235.86174239163182
-0.7084745762711866,-2.2966101694915255,1498.357518752473,202.78433597250105
-0.6847457627118645,-2.2966101694915255,1496.1229316051636,172.25630811000198
-0.6610169491525426,-2.2966101694915255,1494.4043908197154,144.4307046737218
-0.6372881355932205,-2.2966101694915255,1493.218666180813,119.46712157117689
-0.6135593220338984,-2.2966101694915255,1492.5828637384504,97.53187976229012
-0.5898305084745765,-2.2966101694915255,1492.514425020116,78.79819518514428
-0.5661016949152544,-2.2966101694915255,1493.031125700117,63.446342459932374
-0.5423728813559323,-2.2966101694915255,1494.1510736973514,51.663811178119445
-0.5186440677966104,-2.2966101694915255,1495.8927066726696,43.64545353054188
-0.4949152542372883,-2.2966101694915255,1498.2747888966876,39.59362198328389
-0.4711864406779662,-2.2966101694915255,1501.3164074588574,39.71829567583098
-0.44745762711864434,-2.2966101694915255,1505.0369677886367,44.237194194378915
-0.42372881355932224,-2.2966101694915255,1509.4561884593115,53.37587736674221
-0.4,-2.2966101694915255,1514.5940952452943,67.36782973653499
-1.8,-2.2288135593220337,1931.10130995088,2799.657717853758
-1.776271186440678,-2.2288135593220337,1917.980624673706,2736.8729298880985
-1.752542372881356,-2.2288135593220337,1904.919351214177,2673.8886548940113
-1.728813559322034,-2.2288135593220337,1891.9225084991692,2610.7195144404445
-1.7050847457627119,-2.2288135593220337,1878.9952732021986,2547.381106110437
-1.68135593220339,-2.2288135593220337,1866.1429838220372,2483.8900546956133
-1.6576271186440679,-2.2288135593220337,1853.3711448395766,2420.2640658517635
-1.6338983050847458,-2.2288135593220337,1840.685430951916,2356.5219823176963
-1.6101694915254239,-2.2288135593220337,1828.0916913827982,2292.6838428020887
-1.5864406779661018,-2.2288135593220337,1815.595954267892,2228.7709436455793
-1.5627118644067797,-2.2288135593220337,1803.2044311133277,2164.80590336748
-1.5389830508474578,-2.2288135593220337,1790.9235213254856,2100.812730208313
-1.5152542372881357,-2.2288135593220337,1778.759816809728,2036.81689278123
-1.4915254237288136,-2.2288135593220337,1766.7201066353723,1972.8453939465703
-1.4677966101694917,-2.2288135593220337,1754.8113817637568,1908.9268480247163
-1.4440677966101696,-2.2288135593220337,1743.0408398359702,1845.0915614628684
-1.4203389830508475,-2.2288135593220337,1731.4158900162142,1781.3716170712396
-1.3966101694915256,-2.2288135593220337,1719.9441578863398,1717.8009619434426
-1.3728813559322035,-2.2288135593220337,1708.6334903865823,1654.4154991742278
-1.3491525423728814,-2.2288135593220337,1697.49196079709,1591.2531834857375
-1.3254237288135595,-2.2288135593220337,1686.527873753982,1528.3541208698427
-1.3016949152542374,-2.2288135593220337,1675.7497702934902,1465.760672350178
-1.2779661016949153,-2.2288135593220337,1665.166432916694,1403.517561961889
-1.2542372881355934,-2.2288135593220337,1654.7868906669798,1341.6719890403933
-1.2305084745762713,-2.2288135593220337,1644.6204242116185,1280.2737449023264
-1.2067796610169492,-2.2288135593220337,1634.6765709180022,1219.3753339919726
-1.1830508474576273,-2.2288135593220337,1624.9651299145146,1159.032099555023
-1.1593220338983052,-2.2288135593220337,1615.4961671251647,1099.3023538879468
-1.1355932203389831,-2.2288135593220337,1606.2800202663138,1040.247513195759
-1.1118644067796613,-2.2288135593220337,1597.327303793033,981.9322370733357
-1.0881355932203391,-2.2288135593220337,1588.6489137817766,924.4245726042681
-1.064406779661017,-2.2288135593220337,1580.2560327352774,867.7961030499139
-1.0406779661016952,-2.2288135593220337,1572.1601342946103,812.1221010738782
-1.016949152542373,-2.2288135593220337,1564.372987842495,757.4816864195794
-0.993220338983051,-2.2288135593220337,1556.9066629812194,703.9579879262367
-0.969491525423729,-2.2288135593220337,1549.7735338673451,651.6383097336403
-0.945762711864407,-2.2288135593220337,1542.986283384786,600.6143014874904
-0.9220338983050849,-2.2288135593220337,1536.557907136816,550.9821323150751
-0.8983050847457629,-2.2288135593220337,1530.5017172367031,502.8426682954707
-0.8745762711864409,-2.2288135593220337,1524.8313458758034,456.3016530992505
-0.8508474576271188,-2.2288135593220337,1519.560748647209,411.4698914199857
-0.8271186440677968,-2.2288135593220337,1514.7042076020796,368.46343476360977
-0.8033898305084748,-2.2288135593220337,1510.2763340151282,327.4037691021531
-0.7796610169491527,-2.2288135593220337,1506.2920708349263,288.41800383586525
-0.7559322033898306,-2.2288135593220337,1502.7666947939454,251.6390614423217
-0.7322033898305087,-2.2288135593220337,1499.7158181527166,217.20586712351852
-0.7084745762711866,-2.2288135593220337,1497.1553900516337,185.2635376925289
-0.6847457627118645,-2.2288135593220337,1495.1016974436118,155.96356887082874
-0.6610169491525426,-2.2288135593220337,1493.5713655800455,129.46402009655648
-0.6372881355932205,-2.2288135593220337,1492.5813580222346,105.9296958739814
-0.6135593220338984,-2.2288135593220337,1492.1489761498258,85.53232262609647
-0.5898305084745765,-2.2288135593220337,1492.2918581376216,68.4507199471522
-0.5661016949152544,-2.2288135593220337,1493.0279773716754,54.87096509137371
-0.5423728813559323,-2.2288135593220337,1494.3756402753156,44.98654947978897
-0.5186440677966104,-2.2288135593220337,1496.3534835156356,38.99852596094345
-0.4949152542372883,-2.2288135593220337,1498.9804705605281,37.11564552521397
-0.4711864406779662,-2.2288135593220337,1502.275887556562,39.5544821488055
-0.44745762711864434,-2.2288135593220337,1506.2593384974978,46.53954443457427
-0.42372881355932224,-2.2288135593220337,1510.950739653418,58.30337272518248
-0.4,-2.2288135593220337,1516.3703132301962,75.08662039223498
-1.8,-2.1610169491525424,1926.7137988227325,2775.087994206433
-1.776271186440678,-2.1610169491525424,1913.5987350484743,2712.065667517983
-1.752542372881356,-2.1610169491525424,1900.5446353714499,2648.84680156454
-1.728813559322034,-2.1610169491525424,1887.5565825688966,2585.446469626748
-1.7050847457627119,-2.1610169491525424,1874.6398193110251,2521.880752093089
-1.68135593220339,-2.1610169491525424,1861.7997522991986,2458.1667894703264
-1.6576271186440679,-2.1610169491525424,1849.0419564827846,2394.3228379490024
-1.6338983050847458,-2.1610169491525424,1836.372179353857,2330.368327630028
-1.6101694915254239,-2.1610169491525424,1823.7963453185039,2266.3239235210317
-1.5864406779661018,-2.1610169491525424,1811.3205601432842,2202.211589413425
-1.5627118644067797,-2.1610169491525424,1798.9511154749964,2138.0546547535478
-1.5389830508474578,-2.1610169491525424,1786.6944934316284,2073.877884622795
-1.5152542372881357,-2.1610169491525424,1774.5573712621087,2009.7075529435817
-1.4915254237288136,-2.1610169491525424,1762.5466260717824,1945.5715190289156
-1.4677966101694917,-2.1610169491525424,1750.6693396104595,1881.4993075942841
-1.4440677966101696,-2.1610169491525424,1738.9328031192852,1817.5221923506801
-1.4203389830508475,-2.1610169491525424,1727.3445222321789,1753.6732832972486
-1.3966101694915256,-2.1610169491525424,1715.9122219271746,1689.98761783103
-1.3728813559322035,-2.1610169491525424,1704.643851522411,1626.5022557893508
-1.3491525423728814,-2.1610169491525424,1693.5475897110296,1563.2563785377308
-1.3254237288135595,-2.1610169491525424,1682.6318496285473,1500.2913922123962
-1.3016949152542374,-2.1610169491525424,1671.9052839457236,1437.651035221676
-1.2779661016949153,-2.1610169491525424,1661.376789979348,1375.381490104364
-1.2542372881355934,-2.1610169491525424,1651.055514812561,1313.531499835666
-1.2305084745762713,-2.1610169491525424,1640.9508604157054,1252.1524886621828
-1.2067796610169492,-2.1610169491525424,1631.0724887579945,1191.2986875367183
-1.1830508474576273,-2.1610169491525424,1621.4303268994227,1131.027264210891
-1.1593220338983052,-2.1610169491525424,1612.0345720517366,1071.3984580289107
-1.1355932203389831,-2.1610169491525424,1602.8956965962097,1012.4757194491652
-1.1118644067796613,-2.1610169491525424,1594.0244530454497,954.3258543000476
-1.0881355932203391,-2.1610169491525424,1585.4318789353538,897.0191727560772
-1.064406779661017,-2.1610169491525424,1577.129301632604,840.6296429941822
-1.0406779661016952,-2.1610169491525424,1569.1283430422388,785.2350494632411
-1.016949152542373,-2.1610169491525424,1561.440924198783,730.9171556690989
-0.993220338983051,-2.1610169491525424,1554.079269723759,677.7618713432912
-0.969491525423729,-2.1610169491525424,1547.055912131328,625.8594238263961
-0.945762711864407,-2.1610169491525424,1540.3836959629782,575.3045334561846
-0.9220338983050849,-2.1610169491525424,1534.0757817313063,526.1965927063462
-0.8983050847457629,-2.1610169491525424,1528.1456496520389,478.63984877364555
-0.8745762711864409,-2.1610169491525424,1522.6071031426281,432.74358925986616
-0.8508474576271188,-2.1610169491525424,1517.4742720647662,388.6223305399209
-0.8271186440677968,-2.1610169491525424,1512.7616156876181,346.396008349102
-0.8033898305084748,-2.1610169491525424,1508.4839253474952,306.1901700610438
-0.7796610169491527,-2.1610169491525424,1504.6563267791578,268.1361680635615
-0.7559322033898306,-2.1610169491525424,1501.2942820930616,232.37135357289077
-0.7322033898305087,-2.1610169491525424,1498.4135913723492,199.03927015817968
-0.7084745762711866,-2.1610169491525424,1496.0303938625964,168.28984617825495
-0.6847457627118645,-2.1610169491525424,1494.1611687268783,140.27958526237424
-0.6610169491525426,-2.1610169491525424,1492.8227353380687,115.17175389683977
-0.6372881355932205,-2.1610169491525424,1492.0322530798699,93.1365651111509
-0.6135593220338984,-2.1610169491525424,1491.8072206276502,74.35135719199403
-0.5898305084745765,-2.1610169491525424,1492.165474679665,59.00076629231461
-0.5661016949152544,-2.1610169491525424,1493.1251881090238,47.27689174765781
-0.5423728813559323,-2.1610169491525424,1494.7048675063338,39.37945286463848
-0.5186440677966104,-2.1610169491525424,1496.9233500827847,35.515935908916624
-0.4949152542372883,-2.1610169491525424,1499.7997999031647,35.90172999452826
-0.4711864406779662,-2.1610169491525424,1503.3537034180429,40.76025056523304
-0.44745762711864434,-2.1610169491525424,1507.6048642642202,50.32304916411758
-0.42372881355932224,-2.1610169491525424,1512.5733973024305,64.82990821259689
-0.4,-2.1610169491525424,1518.27972186098,84.52891956667386
-1.8,-2.093220338983051,1922.3266985824278,2750.3221404157994
-1.776271186440678,-2.093220338983051,1909.2178090164075,2687.0611969434503
-1.752542372881356,-2.093220338983051,1896.1714638050996,2623.6068513313653
-1.728813559322034,-2.093220338983051,1883.1928107156143,2559.9746468365993
-1.7050847457627119,-2.093220338983051,1870.2871595939694,2496.181166201037
-1.68135593220339,-2.093220338983051,1857.4599865636085,2432.2440865565386
-1.6576271186440679,-2.093220338983051,1844.7169383031103,2368.1822369833053
-1.6338983050847458,-2.093220338983051,1832.0638364023005,2304.0156588314107
-1.6101694915254239,-2.093220338983051,1819.5066817951274,2239.765668918187
-1.5864406779661018,-2.093220338983051,1807.0516592680071,2175.4549257164135
-1.5627118644067797,-2.093220338983051,1794.7051420414646,2111.1074986505528
-1.5389830508474578,-2.093220338983051,1782.47369642288,2046.7489406199613
-1.5152542372881357,-2.093220338983051,1770.3640865276443,1982.4063638695843
-1.4915254237288136,-2.093220338983051,1758.3832790656668,1918.108519329724
-1.4677966101694917,-2.093220338983051,1746.5384481897481,1853.8858795469341
-1.4440677966101696,-2.093220338983051,1734.8369804017696,1789.770725328244
-1.4203389830508475,-2.093220338983051,1723.2864795124515,1725.7972362201406
-1.3966101694915256,-2.093220338983051,1711.8947716494579,1662.0015849424153
-1.3728813559322035,-2.093220338983051,1700.6699103086028,1598.4220358946795
-1.3491525423728814,-2.093220338983051,1689.6201814418732,1535.0990478501635
-1.3254237288135595,-2.093220338983051,1678.7541085757448,1472.0753809471046
-1.3016949152542374,-2.093220338983051,1668.0804579523274,1409.396208082496
-1.2779661016949153,-2.093220338983051,1657.6082436854697,1347.1092308060925
-1.2542372881355934,-2.093220338983051,1647.3467329230957,1285.2647998042291
-1.2305084745762713,-2.093220338983051,1637.305451006323,1223.9160400529222
-1.2067796610169492,-2.093220338983051,1627.4941866153283,1163.1189807079336
-1.1830508474576273,-2.093220338983051,1617.9229968908896,1102.9326897855133
-1.1593220338983052,-2.093220338983051,1608.6022125199854,1043.4194136716353
-1.1355932203389831,-2.093220338983051,1599.5424427728287,984.6447214793019
